BIB,COD,ERG,FAN,GJAH,LUK,MYR,NUS,PKD,RAS,id,SIS,TOK,UIN,VOL,WET,KAT,XIN,Class
27,iii,www,720.0,iii,0.0,ee,7200000.0,xxx,t,243,1.75,t,32.92,f,2,ddd,t,n
66,iii,www,220.0,iii,1000.0,ee,2200000.0,xxx,,244,0.165,f,22.75,f,0,ccc,f,n
176,iii,www,396.0,iii,0.0,ooo,3960000.0,xxx,t,245,0.96,t,28.25,t,3,ddd,t,y
13,iii,www,520.0,iii,50000.0,ee,5200000.0,xxx,,246,1.54,t,34.17,t,1,ddd,t,y
48,iii,www,311.0,iii,300.0,ee,3110000.0,jjj,,247,6.04,f,31.92,t,3,ddd,t,y
157,iii,www,380.0,iii,500.0,mmm,3800000.0,xxx,,248,0.54,f,29.5,t,4,ccc,t,y
1,iii,www,0.0,iii,0.0,ee,0.0,xxx,f,249,0.085,f,23.17,t,0,ddd,f,y
154,uuu,nnn,300.0,ii,0.0,ee,3000000.0,hh,f,250,10.0,t,18.08,f,0,ccc,f,y
155,iii,www,0.0,iii,500.0,sss,0.0,jjj,,251,1.835,f,24.75,t,19,ccc,t,y
155,iii,www,100.0,iii,0.0,ee,1000000.0,xxx,f,252,0.04,f,20.83,t,0,ccc,f,y
152,iii,www,181.0,iii,0.0,mmm,1810000.0,jjj,,253,4.165,t,28.0,t,2,ddd,t,y
18,iii,www,100.0,iii,150.0,eee,1000000.0,xxx,,254,2.25,f,20.42,t,1,ddd,t,y
84,iii,www,381.0,iii,168.0,sss,3810000.0,jjj,t,255,5.665,f,28.67,t,6,ddd,t,y
160,iii,aaa,840.0,rrr,59.0,zzz,8400000.0,xxx,t,256,0.04,t,21.92,t,1,ddd,t,y
155,iii,www,80.0,iii,0.0,sss,800000.0,jjj,,257,6.0,f,43.25,t,11,ddd,t,y
173,iii,www,200.0,iii,1391.0,eee,2000000.0,xxx,,258,1.625,f,20.42,t,3,ddd,t,y
148,iii,www,400.0,iii,0.0,kkk,4000000.0,jjj,,259,5.125,f,42.0,t,0,ddd,f,y
172,iii,aaa,80.0,rrr,400.0,sss,800000.0,xxx,,260,1.5,t,23.42,t,2,ccc,t,y
33,iii,www,360.0,iii,0.0,zzz,3600000.0,jjj,,261,0.875,f,25.17,t,0,ccc,f,y
31,iii,www,,iii,600.0,eee,,xxx,,262,2.25,f,24.83,t,6,ddd,t,y
116,iii,www,73.0,iii,444.0,eee,730000.0,ff,,263,4.75,f,24.5,t,2,,t,y
5,iii,aaa,431.0,rrr,0.0,fff,4310000.0,xxx,,264,1.5,t,37.5,f,0,ddd,f,y
144,iii,aaa,232.0,rrr,113.0,eee,2320000.0,xxx,f,265,1.5,t,36.75,f,0,ddd,f,y
55,iii,aaa,144.0,rrr,7.0,eee,1440000.0,ff,t,266,1.5,t,28.25,t,8,ddd,t,y
12,iii,www,0.0,iii,0.0,ee,0.0,jjj,t,267,5.5,t,32.75,t,3,ddd,t,y
101,iii,www,0.0,iii,3000.0,zzz,0.0,jjj,,268,1.0,f,17.83,t,11,ccc,t,y
24,iii,www,140.0,iii,2384.0,sss,1400000.0,jjj,t,269,2.29,t,22.83,t,7,ccc,t,y
158,iii,aaa,120.0,rrr,1000.0,yyy,1200000.0,xxx,,270,1.75,t,13.75,t,2,ddd,t,y
19,iii,aaa,455.0,rrr,1236.0,sss,4550000.0,jjj,,271,0.125,t,41.0,t,23,ccc,t,y
106,iii,www,290.0,iii,284.0,yyy,2900000.0,jjj,,272,2.125,t,23.08,t,11,ddd,t,y
61,uuu,www,120.0,iii,0.0,yyy,1200000.0,xxx,,273,1.71,f,20.17,t,0,ddd,f,y
115,iii,www,156.0,iii,0.0,ee,1560000.0,xxx,,274,2.29,t,50.08,t,3,ccc,t,y
171,iii,www,312.0,iii,150.0,eee,3120000.0,jjj,t,275,4.25,t,27.0,t,3,ddd,t,y
166,iii,www,300.0,iii,0.0,yyy,3000000.0,xxx,f,276,0.25,t,29.75,f,0,,f,n
147,iii,www,200.0,iii,0.0,ee,2000000.0,xxx,,277,0.5,f,25.25,f,0,ddd,f,n
27,uuu,aaa,200.0,rrr,0.0,kkk,2000000.0,jjj,,278,10.0,t,39.17,f,0,ddd,f,n
150,iii,www,200.0,iii,0.0,sss,2000000.0,xxx,f,279,0.125,f,20.08,f,0,ddd,f,n
164,uuu,www,400.0,iii,0.0,ooo,4000000.0,xxx,f,280,10.75,f,44.25,t,0,ddd,f,n
12,uuu,www,368.0,iii,0.0,ooo,3680000.0,xxx,,281,2.0,f,27.67,t,0,ccc,f,n
23,iii,www,640.0,iii,4000.0,kkk,6400000.0,ff,,282,0.5,t,26.92,f,0,ddd,f,n
15,iii,www,340.0,iii,1.0,hh,3400000.0,hh,,283,0.0,f,27.33,f,0,ccc,f,n
174,uuu,www,200.0,iii,0.0,ooo,2000000.0,xxx,,284,0.085,f,16.25,t,0,ddd,f,n
21,rrr,www,120.0,iii,0.0,eee,1200000.0,xxx,,285,1.5,f,33.67,f,0,ddd,f,n
101,iii,aaa,268.0,rrr,0.0,sss,2680000.0,xxx,,286,3.0,t,22.5,t,0,ccc,f,n
29,iii,www,0.0,iii,501.0,ee,0.0,xxx,,287,0.165,t,37.33,f,0,ddd,f,n
118,iii,www,228.0,iii,0.0,fff,2280000.0,jjj,,288,0.5,f,29.25,f,0,ddd,f,n
39,iii,www,0.0,iii,0.0,eee,0.0,jjj,f,289,8.29,t,35.0,f,0,ddd,f,n
173,iii,www,160.0,iii,0.0,eee,1600000.0,xxx,f,290,0.165,f,22.67,f,0,ccc,f,n
27,iii,www,348.0,iii,0.0,ee,3480000.0,ff,f,291,0.5,f,34.75,f,0,ddd,f,n
59,iii,www,160.0,iii,0.0,sss,1600000.0,xxx,t,292,0.375,f,20.67,t,1,ddd,t,n
105,iii,www,100.0,iii,1212.0,mmm,1000000.0,xxx,,293,1.585,t,22.08,f,0,ddd,f,n
87,iii,www,200.0,iii,1000.0,kkk,2000000.0,xxx,,294,0.04,f,20.75,f,0,ccc,f,n
23,iii,aaa,176.0,rrr,0.0,zzz,1760000.0,jjj,,295,10.0,t,40.92,t,0,ddd,f,n
161,iii,www,180.0,iii,0.0,eee,1800000.0,jjj,f,296,0.085,f,23.42,t,0,ddd,f,n
15,iii,www,440.0,iii,0.0,sss,4400000.0,xxx,,297,2.415,t,28.58,t,0,ccc,f,n
76,iii,www,0.0,iii,160.0,sss,0.0,xxx,t,298,0.125,t,15.83,f,1,ccc,t,n
91,iii,www,80.0,iii,42.0,fff,800000.0,xxx,f,299,0.415,f,18.58,f,0,ccc,f,n
151,iii,www,200.0,iii,18.0,hh,2000000.0,hh,t,300,0.0,f,36.58,f,10,ccc,t,n
147,iii,www,263.0,iii,0.0,sss,2630000.0,xxx,f,301,0.125,t,45.33,f,0,,f,n
19,iii,aaa,128.0,rrr,1.0,zzz,1280000.0,jjj,f,302,0.04,f,29.83,f,0,ddd,f,n
40,iii,www,216.0,iii,0.0,eee,2160000.0,xxx,,303,0.165,f,29.83,f,0,ddd,f,n
46,iii,www,454.0,iii,50.0,sss,4540000.0,xxx,f,304,3.5,f,36.5,f,0,ddd,f,n
8,iii,aaa,280.0,rrr,0.0,hh,2800000.0,hh,f,305,3.25,f,22.25,f,0,ccc,f,n
144,iii,aaa,200.0,rrr,70.0,mmm,2000000.0,xxx,,306,0.125,f,22.5,f,0,ddd,f,n
171,iii,www,220.0,iii,251.0,sss,2200000.0,jjj,,307,0.165,t,27.67,f,0,ddd,f,n
174,iii,www,130.0,iii,1.0,hh,1300000.0,hh,,308,0.0,f,40.92,t,0,ddd,f,n
116,iii,aaa,112.0,rrr,0.0,eee,1120000.0,jjj,f,309,5.0,f,62.5,t,0,ddd,f,n
17,iii,aaa,280.0,rrr,0.0,mmm,2800000.0,xxx,,310,1.25,t,29.58,f,0,ccc,f,n
96,iii,www,80.0,iii,0.0,hh,800000.0,hh,f,311,0.415,f,18.58,f,0,ddd,f,n
163,iii,www,17.0,iii,1.0,hh,170000.0,hh,,312,0.0,f,39.58,f,2,ddd,t,n
114,iii,www,260.0,iii,0.0,yyy,2600000.0,xxx,f,313,0.875,t,24.58,t,0,ddd,f,n
93,iii,www,520.0,iii,196.0,zzz,5200000.0,xxx,t,314,2.5,f,38.17,t,6,ddd,t,y
12,iii,aaa,260.0,rrr,1065.0,yyy,2600000.0,xxx,,315,0.375,t,27.0,t,0,ddd,f,y
43,iii,www,320.0,iii,0.0,ee,3200000.0,jjj,t,316,7.0,f,41.17,t,8,ddd,t,y
123,iii,www,0.0,iii,1400.0,hh,0.0,hh,,317,0.0,t,65.17,t,11,ccc,t,y
1,rrr,,,,0.0,,,,,318,0.0,f,37.58,f,0,ddd,f,y
12,iii,www,0.0,iii,582.0,sss,0.0,xxx,,319,2.375,t,23.25,t,3,ddd,t,y
101,iii,www,121.0,iii,0.0,zzz,1210000.0,xxx,,320,0.29,f,21.83,t,6,ddd,t,y
147,iii,www,280.0,iii,0.0,sss,2800000.0,xxx,,321,1.75,t,26.0,t,0,ddd,f,y
175,iii,www,303.0,iii,3290.0,zzz,3030000.0,xxx,t,322,1.335,t,31.67,t,8,ddd,t,y
120,iii,www,0.0,iii,0.0,mmm,0.0,jjj,,323,8.5,t,49.83,t,0,ccc,f,y
177,iii,www,375.0,iii,51100.0,ggg,3750000.0,ff,t,324,6.5,f,47.42,t,6,ccc,t,y
91,iii,www,0.0,iii,1249.0,kkk,0.0,ff,,325,0.0,f,51.33,t,11,ddd,t,y
179,iii,www,88.0,iii,591.0,ee,880000.0,xxx,,326,0.75,f,18.92,t,2,ccc,t,y
40,uuu,www,280.0,iii,0.0,yyy,2800000.0,xxx,f,327,0.835,f,28.42,t,0,ccc,f,y
112,iii,www,200.0,iii,0.0,ooo,2000000.0,xxx,,328,1.25,t,56.75,t,4,ddd,t,y
138,iii,www,0.0,iii,6700.0,kkk,0.0,ff,,329,10.0,f,58.42,t,13,ccc,t,y
110,uuu,www,110.0,iii,0.0,ooo,1100000.0,xxx,f,330,16.0,f,48.33,t,0,ddd,f,y
147,iii,www,340.0,iii,4071.0,zzz,3400000.0,xxx,,331,0.75,t,33.17,t,7,ddd,t,y
62,iii,www,129.0,iii,3257.0,sss,1290000.0,xxx,t,332,2.585,f,22.42,t,7,ccc,t,y
87,iii,www,100.0,iii,0.0,ee,1000000.0,xxx,,333,0.085,f,18.83,t,0,ccc,f,y
148,iii,aaa,380.0,rrr,2732.0,mmm,3800000.0,xxx,,334,0.25,f,48.58,t,11,ddd,t,y
5,iii,www,0.0,iii,5298.0,zzz,0.0,jjj,f,335,1.25,f,26.75,t,0,ddd,f,y
137,iii,www,0.0,iii,1000.0,zzz,0.0,jjj,t,336,17.5,t,64.08,t,9,ddd,t,y
83,iii,www,40.0,iii,28.0,eee,400000.0,xxx,,337,1.665,t,20.17,t,3,ddd,t,y
114,iii,www,140.0,iii,258.0,ee,1400000.0,xxx,,338,1.21,t,25.67,t,67,ddd,t,y
98,iii,www,100.0,iii,0.0,sss,1000000.0,jjj,,339,1.335,f,22.67,t,0,ddd,f,y
136,iii,www,0.0,iii,5000.0,eee,0.0,xxx,t,340,7.0,f,31.33,t,16,ddd,t,y
143,iii,aaa,0.0,rrr,15.0,eee,0.0,xxx,t,341,28.5,f,56.42,t,40,ddd,t,y
114,iii,www,120.0,iii,567.0,ee,1200000.0,xxx,,342,1.5,t,24.75,t,12,ccc,t,y
164,iii,www,0.0,iii,678.0,sss,0.0,jjj,,343,1.25,f,24.08,t,1,ccc,t,y
163,iii,www,70.0,iii,0.0,yyy,700000.0,xxx,f,344,11.0,t,28.33,t,0,ddd,f,y
145,iii,www,380.0,iii,0.0,sss,3800000.0,xxx,,345,0.04,t,19.5,f,0,ccc,f,n
68,iii,www,443.0,iii,0.0,ee,4430000.0,xxx,f,346,0.125,t,34.08,t,0,ddd,f,n
12,iii,www,0.0,iii,350.0,fff,0.0,xxx,f,347,3.75,t,52.42,f,0,ddd,f,n
17,iii,aaa,164.0,rrr,400.0,eee,1640000.0,ff,f,348,0.25,t,37.5,t,0,ddd,f,n
171,iii,aaa,132.0,rrr,2.0,ttt,1320000.0,ppp,f,349,0.75,t,21.42,f,0,ddd,f,n
164,iii,aaa,260.0,rrr,0.0,ggg,2600000.0,ff,f,350,1.0,f,20.83,f,0,ccc,f,n
159,iii,aaa,0.0,rrr,0.0,ooo,0.0,xxx,,351,0.04,f,31.83,f,0,ddd,f,n
8,iii,www,352.0,iii,112.0,ooo,3520000.0,xxx,t,352,13.875,t,42.83,f,1,ddd,t,n
123,iii,aaa,160.0,rrr,1.0,hh,1600000.0,hh,t,353,0.0,f,32.25,f,2,ddd,t,n
164,iii,aaa,130.0,rrr,0.0,ooo,1300000.0,xxx,,354,0.5,t,40.92,f,0,ddd,f,n
119,iii,aaa,200.0,rrr,1.0,hh,2000000.0,hh,,355,2.0,t,25.25,f,1,ccc,t,n
174,iii,www,220.0,iii,5.0,kkk,2200000.0,jjj,,356,0.085,t,23.58,f,0,ddd,f,n
169,iii,www,225.0,iii,500.0,eee,2250000.0,xxx,,357,0.375,f,38.42,f,2,ddd,t,n
175,iii,www,200.0,iii,11.0,sss,2000000.0,xxx,,358,0.415,t,23.58,f,1,ccc,t,n
173,iii,www,0.0,iii,0.0,eee,0.0,xxx,f,359,0.5,f,20.0,f,0,ddd,f,n
8,iii,www,0.0,iii,0.0,eee,0.0,xxx,,360,0.0,f,20.08,f,0,ccc,f,n
176,iii,www,254.0,iii,1950.0,ooo,2540000.0,xxx,t,361,0.085,f,24.08,f,4,ddd,t,n
165,iii,www,380.0,iii,2010.0,mmm,3800000.0,xxx,,362,0.25,f,,f,0,ddd,f,n
152,iii,www,320.0,iii,1300.0,ggg,3200000.0,ff,t,363,0.165,f,24.42,f,2,ddd,t,n
1,uuu,www,0.0,iii,0.0,mmm,0.0,xxx,t,364,1.0,f,23.08,f,11,ddd,t,n
1,iii,aaa,45.0,rrr,1.0,hh,450000.0,hh,,365,0.0,f,19.0,f,4,ddd,t,n
27,iii,www,460.0,iii,16.0,eee,4600000.0,xxx,,366,1.0,f,34.08,f,0,ddd,f,n
2,iii,aaa,132.0,rrr,28.0,kkk,1320000.0,ff,t,367,0.5,t,30.08,t,10,ddd,t,n
158,iii,aaa,75.0,rrr,0.0,kkk,750000.0,jjj,t,368,5.75,t,27.83,t,2,ddd,t,n
68,iii,www,0.0,iii,228.0,eee,0.0,xxx,,369,1.0,t,47.33,f,0,ddd,f,n
8,iii,aaa,140.0,rrr,210.0,eee,1400000.0,jjj,,370,1.375,t,20.67,t,3,ddd,t,n
5,iii,www,200.0,iii,0.0,sss,2000000.0,xxx,,371,1.29,f,25.42,t,2,ccc,t,n
124,iii,www,0.0,iii,286.0,fff,0.0,xxx,,372,0.125,f,28.67,f,0,ddd,f,n
2,iii,www,240.0,iii,237.0,ee,2400000.0,xxx,f,373,0.665,f,41.58,f,0,ccc,f,n
80,iii,www,0.0,iii,351.0,eee,0.0,xxx,,374,0.165,f,20.83,f,0,ccc,f,n
155,iii,www,0.0,iii,200.0,kkk,0.0,ff,f,375,1.0,f,42.75,t,0,ddd,f,n
150,uuu,www,420.0,iii,0.0,kkk,4200000.0,ff,,376,4.0,t,33.58,f,0,ddd,f,n
4,iii,www,108.0,iii,7.0,sss,1080000.0,xxx,,377,1.5,f,20.42,f,0,ddd,f,n
106,iii,aaa,0.0,rrr,4000.0,ooo,0.0,xxx,f,378,1.5,t,22.5,f,0,ddd,f,n
17,iii,www,300.0,iii,2.0,mmm,3000000.0,xxx,,379,0.5,t,38.92,f,0,ddd,f,n
160,iii,www,100.0,iii,0.0,mmm,1000000.0,hh,f,380,0.0,f,26.83,f,0,ddd,f,n
148,iii,www,280.0,iii,750.0,ee,2800000.0,xxx,f,381,0.04,f,17.92,f,0,ddd,f,n
160,iii,www,272.0,iii,444.0,yyy,2720000.0,xxx,t,382,0.165,f,25.42,f,1,ddd,t,n
119,iii,www,0.0,iii,5000.0,sss,0.0,jjj,,383,5.0,f,26.92,t,2,ccc,t,y
122,iii,www,487.0,iii,500.0,yyy,4870000.0,xxx,,384,5.75,t,27.67,t,0,ddd,f,y
149,iii,www,280.0,iii,0.0,mmm,2800000.0,xxx,f,385,0.085,t,38.67,t,0,ddd,f,y
11,iii,www,120.0,iii,2079.0,yyy,1200000.0,xxx,,386,1.085,f,32.17,t,16,ccc,t,y
60,iii,www,408.0,iii,1000.0,sss,4080000.0,jjj,t,387,5.5,t,32.67,t,12,ddd,t,y
80,iii,www,181.0,iii,1655.0,eee,1810000.0,jjj,t,388,12.5,f,48.75,t,9,ddd,t,y
53,iii,aaa,80.0,rrr,300.0,yyy,800000.0,xxx,,389,2.25,t,21.0,t,1,ddd,t,y
76,iii,www,0.0,iii,790.0,yyy,0.0,jjj,,390,15.5,f,48.17,t,12,ddd,t,y
65,iii,www,399.0,iii,0.0,ee,3990000.0,jjj,t,391,10.0,t,39.33,t,14,ddd,t,y
28,iii,aaa,370.0,rrr,0.0,ee,3700000.0,xxx,,392,0.25,t,25.08,t,0,ccc,f,y
158,iii,www,160.0,iii,0.0,eee,1600000.0,ff,,393,0.25,t,23.25,t,0,ddd,f,y
110,iii,www,220.0,iii,19.0,eee,2200000.0,xxx,,394,2.0,f,30.67,t,1,ccc,t,y
1,uuu,aaa,500.0,rrr,1.0,ooo,5000000.0,ff,,395,0.0,t,19.17,f,0,ddd,f,y
144,iii,www,240.0,iii,768.0,sss,2400000.0,xxx,t,396,1.0,f,20.08,f,1,,t,y
37,iii,www,102.0,iii,639.0,sss,1020000.0,jjj,,397,9.0,t,36.67,t,0,ddd,f,y
103,iii,www,100.0,iii,0.0,zzz,1000000.0,jjj,t,398,0.46,f,23.17,t,1,ddd,t,y
161,iii,www,100.0,iii,0.0,eee,1000000.0,jjj,t,399,1.5,f,15.83,t,2,ccc,t,y
171,iii,www,352.0,iii,690.0,eee,3520000.0,xxx,t,400,1.75,t,16.08,t,5,ddd,t,y
118,iii,www,0.0,iii,0.0,kkk,0.0,ff,t,401,5.165,t,47.0,t,9,ccc,t,y
1,rrr,,,,0.0,,,,,402,0.0,f,71.58,f,0,ccc,f,y
25,uuu,www,80.0,iii,0.0,kkk,800000.0,ff,,403,0.5,f,21.25,t,4,ccc,t,y
101,iii,www,22.0,iii,0.0,ggg,220000.0,bbb,,404,20.0,t,65.42,t,7,ddd,t,y
26,iii,www,200.0,iii,3000.0,eee,2000000.0,xxx,,405,2.0,t,20.5,t,11,ddd,t,y
106,iii,www,0.0,iii,8851.0,hh,0.0,hh,,406,5.0,f,55.92,t,5,ddd,t,y
27,iii,www,239.0,iii,200.0,yyy,2390000.0,xxx,f,407,0.0,t,34.92,t,0,ddd,f,y
134,iii,www,0.0,iii,0.0,fff,0.0,ff,t,408,15.0,t,56.58,t,17,ddd,t,y
168,iii,www,0.0,iii,0.0,eee,0.0,xxx,,409,1.0,f,25.17,t,3,ddd,t,y
16,iii,www,395.0,iii,20.0,zzz,3950000.0,xxx,,410,1.665,t,25.08,t,1,ddd,t,y
71,iii,www,360.0,iii,1332.0,ooo,3600000.0,xxx,,411,14.0,t,57.83,t,6,ddd,t,y
163,iii,www,0.0,iii,1000.0,zzz,0.0,jjj,,412,7.5,t,34.92,t,6,ddd,t,y
31,iii,www,204.0,iii,0.0,ooo,2040000.0,xxx,,413,4.25,f,33.58,t,6,ddd,t,y
42,iii,www,0.0,iii,200.0,hh,0.0,hh,t,414,0.0,f,35.17,f,6,ccc,t,n
155,iii,www,120.0,iii,0.0,fff,1200000.0,xxx,f,415,0.165,t,32.42,f,0,ddd,f,n
17,iii,www,163.0,iii,0.0,yyy,1630000.0,ff,,416,0.25,t,34.25,t,0,ddd,f,n
1,iii,aaa,86.0,rrr,0.0,lll,860000.0,hh,f,417,0.0,f,17.67,f,0,ccc,f,n
164,iii,www,360.0,iii,0.0,eee,3600000.0,xxx,,418,0.125,f,21.92,f,0,ddd,f,n
104,iii,www,,iii,5200.0,hh,,hh,f,419,0.0,f,,f,0,ccc,f,n
151,iii,www,280.0,iii,364.0,mmm,2800000.0,xxx,,420,0.29,f,19.5,f,0,ddd,f,n
152,iii,aaa,256.0,rrr,17.0,ggg,2560000.0,jjj,,421,2.0,f,29.5,f,0,,f,n
8,iii,aaa,0.0,rrr,195.0,yyy,0.0,xxx,f,422,0.25,f,41.17,f,0,ddd,f,n
27,iii,www,260.0,iii,246.0,kkk,2600000.0,jjj,,423,0.21,f,37.33,f,0,ccc,f,n
70,iii,aaa,140.0,rrr,0.0,ooo,1400000.0,xxx,,424,0.04,f,18.08,f,0,ddd,f,n
27,iii,www,280.0,iii,0.0,eee,2800000.0,xxx,f,425,1.25,t,32.33,f,0,ddd,f,n
170,iii,www,240.0,iii,4.0,yyy,2400000.0,xxx,t,426,0.25,t,23.75,f,1,ccc,t,n
36,iii,aaa,280.0,rrr,80.0,mmm,2800000.0,xxx,,427,0.415,t,23.5,f,1,ddd,t,n
150,iii,aaa,280.0,rrr,204.0,eee,2800000.0,jjj,,428,0.25,f,21.17,f,0,ddd,f,n
133,iii,www,320.0,iii,3552.0,yyy,3200000.0,xxx,,429,0.085,f,36.17,f,0,ddd,f,n
151,iii,www,272.0,iii,108.0,ooo,2720000.0,jjj,t,430,0.125,t,27.25,f,1,ccc,t,n
163,iii,www,0.0,iii,38.0,sss,0.0,xxx,t,431,0.375,f,18.67,t,2,ddd,t,n
77,iii,aaa,,rrr,0.0,kkk,,ff,f,432,0.165,t,22.0,f,0,ddd,f,n
14,uuu,www,0.0,iii,0.0,fff,0.0,xxx,f,433,0.585,t,30.75,f,0,ddd,f,n
30,uuu,aaa,80.0,rrr,0.0,ooo,800000.0,xxx,f,434,0.125,t,30.58,f,0,ddd,f,n
163,iii,www,141.0,iii,0.0,kkk,1410000.0,ff,,435,2.25,t,43.17,f,0,ddd,f,n
40,iii,www,329.0,iii,0.0,yyy,3290000.0,xxx,,436,3.5,t,29.17,t,3,ddd,t,n
91,iii,aaa,140.0,rrr,0.0,mmm,1400000.0,jjj,,437,0.835,t,19.67,t,0,ddd,f,n
52,iii,www,160.0,iii,0.0,hh,1600000.0,hh,,438,0.0,f,36.75,f,0,ccc,f,n
8,iii,www,400.0,iii,108.0,eee,4000000.0,jjj,,439,0.25,t,29.42,f,2,ddd,t,n
44,iii,www,108.0,iii,100.0,ee,1080000.0,xxx,,440,0.04,f,42.75,f,0,ddd,f,n
117,iii,www,0.0,iii,2.0,ee,0.0,xxx,f,441,0.5,f,25.83,f,0,ddd,f,n
110,uuu,www,80.0,iii,0.0,eee,800000.0,xxx,f,442,2.085,f,23.75,f,0,ddd,f,n
28,iii,aaa,180.0,rrr,60.0,hh,1800000.0,hh,f,443,0.0,t,26.58,f,0,ccc,f,n
156,iii,www,0.0,iii,44.0,eee,0.0,xxx,,444,0.125,f,20.67,f,0,ddd,f,n
164,uuu,www,252.0,iii,0.0,fff,2520000.0,jjj,f,445,0.085,t,30.33,f,0,ddd,f,n
45,iii,aaa,140.0,rrr,100.0,kkk,1400000.0,jjj,,446,0.04,f,21.08,f,0,ddd,f,n
38,iii,www,140.0,iii,2.0,kkk,1400000.0,xxx,f,447,0.335,t,17.08,f,0,ddd,f,n
13,iii,www,100.0,iii,0.0,yyy,1000000.0,xxx,,448,0.125,f,26.25,f,0,ddd,f,n
4,iii,aaa,170.0,rrr,179.0,eee,1700000.0,xxx,f,449,0.04,f,30.17,f,0,ddd,f,n
153,iii,www,252.0,iii,2197.0,kkk,2520000.0,ff,,450,1.0,t,57.08,t,0,ccc,f,n
163,iii,www,550.0,iii,0.0,kkk,5500000.0,ff,f,451,0.21,f,39.92,f,0,ddd,f,n
107,iii,www,80.0,iii,1349.0,ee,800000.0,xxx,,452,0.04,f,22.92,t,0,ccc,f,y
164,iii,www,280.0,iii,824.0,sss,2800000.0,jjj,,453,1.5,f,24.5,t,0,ccc,f,y
90,iii,www,0.0,iii,0.0,ggg,0.0,ff,,454,0.0,f,20.25,t,0,ddd,f,y
152,iii,www,120.0,iii,300.0,kkk,1200000.0,xxx,,455,1.5,f,18.5,t,2,ddd,t,y
40,iii,www,0.0,iii,7059.0,ee,0.0,xxx,t,456,0.625,f,25.17,t,7,ddd,t,y
164,iii,www,320.0,iii,0.0,kkk,3200000.0,jjj,,457,5.0,t,44.33,t,0,ddd,f,y
60,iii,www,80.0,iii,0.0,mmm,800000.0,xxx,,458,0.5,f,18.08,t,0,ddd,f,y
131,iii,www,21.0,iii,10561.0,sss,210000.0,xxx,,459,11.0,t,60.58,t,0,ccc,f,y
13,iii,www,216.0,iii,0.0,kkk,2160000.0,ff,,460,3.5,f,41.5,f,0,ddd,f,y
164,iii,www,491.0,iii,0.0,eee,4910000.0,jjj,,461,0.875,t,25.75,t,0,ccc,f,y
126,iii,www,168.0,iii,0.0,ee,1680000.0,xxx,t,462,5.04,t,29.25,t,5,ddd,t,y
147,iii,www,0.0,iii,456.0,eee,0.0,xxx,t,463,2.0,f,36.0,t,11,ccc,t,y
130,iii,www,250.0,iii,730.0,fff,2500000.0,xxx,t,464,3.0,f,31.67,t,9,ddd,t,y
124,iii,www,0.0,iii,1000.0,hh,0.0,hh,t,465,18.0,t,60.08,t,15,ddd,t,y
101,iii,www,80.0,iii,278.0,yyy,800000.0,xxx,,466,2.0,f,22.33,t,1,ddd,t,y
68,iii,www,0.0,iii,500.0,ee,0.0,ff,,467,3.5,f,40.0,t,1,ddd,t,y
140,iii,www,515.0,iii,500.0,zzz,5150000.0,jjj,,468,1.625,t,35.17,t,1,ddd,t,y
1,iii,www,0.0,iii,0.0,eee,0.0,ff,,469,15.0,f,41.33,t,0,ddd,f,y
97,iii,www,80.0,iii,50.0,ee,800000.0,jjj,t,470,0.335,t,20.75,t,1,ccc,t,y
158,iii,www,360.0,iii,0.0,ooo,3600000.0,xxx,,471,2.5,t,32.08,t,0,ddd,f,y
158,iii,www,290.0,iii,2279.0,zzz,2900000.0,xxx,t,472,5.0,t,,t,3,ddd,t,y
12,iii,www,200.0,iii,327.0,fff,2000000.0,jjj,t,473,1.875,f,23.92,t,6,ddd,t,y
65,iii,www,120.0,iii,245.0,sss,1200000.0,xxx,,474,3.17,f,23.25,t,10,ccc,t,y
157,iii,www,440.0,iii,6.0,ee,4400000.0,jjj,,475,0.415,t,46.67,t,11,ccc,t,y
113,iii,www,400.0,iii,458.0,ee,4000000.0,jjj,t,476,3.5,f,25.0,t,6,ccc,t,y
154,iii,www,260.0,iii,15108.0,ooo,2600000.0,xxx,t,477,0.25,f,25.5,t,3,ddd,t,y
74,iii,www,,iii,26726.0,sss,,xxx,t,478,2.71,f,18.75,t,5,ccc,t,y
179,iii,www,120.0,iii,0.0,sss,1200000.0,xxx,t,479,8.5,t,23.5,t,5,ccc,t,y
82,iii,www,0.0,iii,221.0,eee,0.0,xxx,,480,4.5,t,34.17,t,12,ddd,t,y
13,iii,www,100.0,iii,3.0,yyy,1000000.0,xxx,,481,3.75,t,27.83,t,5,ddd,t,y
57,iii,www,0.0,iii,4000.0,ggg,0.0,xxx,f,482,5.0,t,36.75,t,0,ccc,f,y
102,iii,www,136.0,iii,0.0,eee,1360000.0,xxx,,483,2.0,t,20.0,f,0,ddd,f,n
153,uuu,www,160.0,iii,0.0,sss,1600000.0,xxx,,484,0.75,f,22.67,f,0,ccc,f,n
60,iii,www,0.0,iii,340.0,,0.0,,,485,0.54,f,80.25,t,0,ddd,f,n
27,uuu,aaa,200.0,rrr,0.0,yyy,2000000.0,xxx,f,486,3.0,f,34.83,f,0,ddd,f,n
72,iii,www,100.0,iii,50.0,mmm,1000000.0,jjj,,487,6.75,t,55.75,t,3,ccc,t,n
